%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1709576896208431604,0,25.0,32.0,27.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896233584171,0,35.0,27.0,32.0,26.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896257358757,0,28.0,27.0,28.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896282644469,0,34.0,27.0,34.0,33.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896307293912,0,27.0,26.0,27.0,23.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896332529516,0,26.0,27.0,24.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896360385251,0,34.0,27.0,34.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896385282969,0,27.0,28.0,27.0,27.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896409788429,0,35.0,27.0,25.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896434398463,0,28.0,35.0,33.0,31.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896460115258,0,26.0,27.0,26.0,25.0,21.891597747802734,23.503997802734375,25.087596893310547,26.676002502441406
1709576896484267701,0,32.0,34.0,26.0,26.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896512233336,0,26.0,25.0,27.0,26.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896536704316,0,25.0,33.0,27.0,34.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896561415421,0,29.0,27.0,28.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896586778591,0,26.0,24.0,26.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896611184249,0,25.0,26.0,36.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896636002019,0,27.0,25.0,27.0,28.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896664932211,0,25.0,26.0,33.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896689797374,0,35.0,27.0,37.0,26.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896714041897,0,25.0,26.0,27.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896738843236,0,26.0,28.0,31.0,26.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896763861460,0,27.0,25.0,37.0,31.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896792789517,0,24.0,28.0,25.0,34.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896817061448,0,35.0,33.0,32.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896842318671,0,26.0,28.0,25.0,26.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896866617483,0,32.0,31.0,25.0,33.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896891835487,0,27.0,28.0,27.0,34.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896916104109,0,25.0,24.0,27.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576896944450951,0,34.0,27.0,27.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896968949350,0,28.0,23.0,27.0,32.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576896993578829,0,32.0,27.0,25.0,27.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576897018505115,0,28.0,26.0,28.0,23.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576897042769215,0,26.0,27.0,27.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576897067624601,0,27.0,27.0,35.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576897097069514,0,26.0,27.0,28.0,26.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576897121614117,0,29.0,28.0,26.0,32.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576897145185515,0,28.0,26.0,36.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576897170157865,0,27.0,29.0,24.0,24.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576897194951306,0,25.0,27.0,25.0,25.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576897223897362,0,27.0,35.0,36.0,33.0,21.891597747802734,23.599998474121094,25.087596893310547,26.585002899169922
1709576897248875973,0,125.0,210.0,122.0,87.0,21.891597747802734,23.503997802734375,25.087596893310547,26.585002899169922
1709576897273746303,0,83.0,76.0,87.0,92.0,21.891597747802734,23.599998474121094,25.087596893310547,26.676002502441406
1709576897297898975,0,73.0,157.0,117.0,102.0,21.891597747802734,23.599998474121094,25.175796508789062,26.76700210571289
