%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1706614084850294804,0,87.0,89.0,80.0,80.0
1706614084881849531,0,86.0,90.0,80.0,80.0
1706614084912438197,0,86.0,90.0,79.0,79.0
1706614084944069785,0,86.0,91.0,80.0,78.0
1706614084974591034,0,86.0,91.0,81.0,77.0
1706614085006149951,0,86.0,91.0,81.0,78.0
1706614085035863132,0,87.0,89.0,81.0,78.0
1706614085067850366,0,87.0,89.0,80.0,80.0
1706614085097547291,0,87.0,89.0,82.0,80.0
1706614085128104981,0,87.0,89.0,81.0,78.0
1706614085158752477,0,87.0,89.0,82.0,78.0
1706614085189676021,0,87.0,89.0,80.0,78.0
1706614085220645442,0,87.0,89.0,80.0,79.0
1706614085252170896,0,87.0,88.0,80.0,78.0
1706614085282285319,0,87.0,89.0,81.0,79.0
1706614085313702830,0,87.0,89.0,81.0,80.0
1706614085344275966,0,87.0,89.0,81.0,82.0
1706614085374467201,0,86.0,88.0,80.0,80.0
1706614085406627980,0,86.0,88.0,80.0,80.0
1706614085437183475,0,87.0,88.0,79.0,79.0
1706614085466217236,0,87.0,88.0,80.0,79.0
1706614085497764098,0,87.0,89.0,80.0,80.0
1706614085529322128,0,87.0,89.0,80.0,80.0
1706614085559991800,0,87.0,90.0,80.0,81.0
1706614085589852662,0,87.0,90.0,79.0,81.0
1706614085621230110,0,87.0,90.0,80.0,80.0
1706614085651657570,0,86.0,90.0,80.0,80.0
1706614085683340917,0,86.0,89.0,80.0,80.0
1706614085713953961,0,87.0,90.0,80.0,80.0
1706614085745157463,0,86.0,90.0,81.0,80.0
1706614085775343717,0,87.0,89.0,80.0,81.0
1706614085806507943,0,86.0,89.0,80.0,81.0
1706614085837413218,0,87.0,89.0,80.0,81.0
1706614085868021324,0,87.0,90.0,79.0,81.0
1706614085898775687,0,87.0,90.0,79.0,80.0
1706614085930472597,0,88.0,91.0,78.0,80.0
1706614085960496884,0,87.0,90.0,80.0,79.0
1706614085990561227,0,88.0,90.0,80.0,78.0
1706614086021918668,0,87.0,90.0,80.0,79.0
1706614086052875187,0,87.0,91.0,80.0,79.0
1706614086083748095,0,87.0,91.0,80.0,80.0
1706614086114255235,0,87.0,90.0,80.0,80.0
1706614086146314756,0,87.0,89.0,79.0,81.0
1706614086176222891,0,87.0,88.0,79.0,81.0
1706614086206233026,0,87.0,89.0,80.0,82.0
1706614086238394504,0,87.0,90.0,81.0,82.0
