%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1700178345393267163,0,39.0,34.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178345418546964,0,35.0,34.0,35.0,38.0,1.0,1.0,1.0,1.0
1700178345443547736,0,34.0,33.0,35.0,32.0,1.0,1.0,1.0,1.0
1700178345468605560,0,34.0,33.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178345497291052,0,33.0,33.0,34.0,38.0,1.0,1.0,1.0,1.0
1700178345521777685,0,40.0,34.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178345546689832,0,34.0,37.0,35.0,36.0,1.0,1.0,1.0,1.0
1700178345573045581,0,34.0,35.0,34.0,33.0,1.0,1.0,1.0,1.0
1700178345596608566,0,39.0,37.0,40.0,34.0,1.0,1.0,1.0,1.0
1700178345625057123,0,38.0,34.0,34.0,38.0,1.0,1.0,1.0,1.0
1700178345648465212,0,35.0,34.0,34.0,33.0,1.0,1.0,1.0,1.0
1700178345674996912,0,34.0,38.0,33.0,33.0,1.0,1.0,1.0,1.0
1700178345700731226,0,34.0,33.0,34.0,32.0,1.0,1.0,1.0,1.0
1700178345723540178,0,39.0,35.0,39.0,33.0,1.0,1.0,1.0,1.0
1700178345756700987,0,35.0,34.0,34.0,34.0,1.0,1.0,1.0,1.0
1700178345777416989,0,33.0,34.0,40.0,33.0,1.0,1.0,1.0,1.0
1700178345801149502,0,37.0,34.0,34.0,33.0,1.0,1.0,1.0,1.0
1700178345826268519,0,38.0,34.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178345858358527,0,33.0,34.0,39.0,32.0,1.0,1.0,1.0,1.0
1700178345880441489,0,34.0,33.0,35.0,34.0,1.0,1.0,1.0,1.0
1700178345904932931,0,34.0,34.0,40.0,33.0,1.0,1.0,1.0,1.0
1700178345935764738,0,34.0,34.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178345954524528,0,35.0,35.0,36.0,32.0,1.0,1.0,1.0,1.0
1700178345980495318,0,34.0,34.0,35.0,34.0,1.0,1.0,1.0,1.0
1700178346007874101,0,34.0,37.0,33.0,33.0,1.0,1.0,1.0,1.0
1700178346032176335,0,38.0,35.0,35.0,31.0,1.0,1.0,1.0,1.0
1700178346056534927,0,36.0,39.0,33.0,34.0,1.0,1.0,1.0,1.0
1700178346080983900,0,35.0,33.0,34.0,32.0,1.0,1.0,1.0,1.0
1700178346104512577,0,34.0,32.0,34.0,33.0,1.0,1.0,1.0,1.0
1700178346133161146,0,32.0,34.0,35.0,34.0,1.0,1.0,1.0,1.0
1700178346156919671,0,35.0,34.0,34.0,33.0,1.0,1.0,1.0,1.0
1700178346181202821,0,35.0,39.0,35.0,34.0,1.0,1.0,1.0,1.0
1700178346205486705,0,33.0,34.0,33.0,35.0,1.0,1.0,1.0,1.0
1700178346229838234,0,34.0,34.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178346257576822,0,39.0,35.0,34.0,32.0,1.0,1.0,1.0,1.0
1700178346282538364,0,35.0,32.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178346306367968,0,34.0,33.0,34.0,32.0,1.0,1.0,1.0,1.0
1700178346330518543,0,34.0,34.0,34.0,38.0,1.0,1.0,1.0,1.0
1700178346355905751,0,40.0,35.0,35.0,33.0,1.0,1.0,1.0,1.0
1700178346383314294,0,35.0,34.0,34.0,33.0,1.0,1.0,1.0,1.0
1700178346406940146,0,34.0,35.0,34.0,36.0,1.0,1.0,1.0,1.0
1700178346430676364,0,33.0,33.0,33.0,33.0,1.0,1.0,1.0,1.0
1700178346457753928,0,34.0,36.0,39.0,39.0,1.0,1.0,1.0,1.0
