%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1706615551306291696,0,47.0,60.0,61.0,45.0
1706615551335698592,0,46.0,61.0,61.0,45.0
1706615551367083877,0,46.0,62.0,60.0,44.0
1706615551397973417,0,46.0,62.0,61.0,44.0
1706615551428651221,0,47.0,62.0,62.0,44.0
1706615551460470862,0,47.0,61.0,62.0,44.0
1706615551490229617,0,47.0,60.0,61.0,44.0
1706615551521273614,0,46.0,59.0,60.0,44.0
1706615551552268997,0,45.0,60.0,60.0,43.0
1706615551583151120,0,45.0,61.0,60.0,43.0
1706615551614189520,0,45.0,60.0,61.0,42.0
1706615551645314751,0,46.0,60.0,60.0,42.0
1706615551677188539,0,46.0,60.0,60.0,43.0
1706615551707796650,0,46.0,60.0,59.0,43.0
1706615551738846270,0,47.0,60.0,59.0,44.0
1706615551769326654,0,47.0,60.0,59.0,44.0
1706615551799882769,0,47.0,60.0,59.0,45.0
1706615551830841695,0,47.0,60.0,59.0,45.0
1706615551861640139,0,47.0,62.0,60.0,45.0
1706615551893246143,0,45.0,61.0,61.0,44.0
1706615551923763988,0,45.0,61.0,61.0,43.0
1706615551954568809,0,46.0,60.0,61.0,43.0
1706615551986270484,0,47.0,59.0,60.0,42.0
1706615552016463844,0,46.0,59.0,60.0,43.0
1706615552047279760,0,46.0,60.0,60.0,43.0
1706615552079170371,0,45.0,61.0,61.0,45.0
1706615552109004187,0,45.0,62.0,62.0,45.0
1706615552141040345,0,46.0,62.0,61.0,45.0
1706615552171842238,0,46.0,62.0,61.0,45.0
1706615552202625209,0,45.0,61.0,60.0,47.0
1706615552233666511,0,45.0,61.0,61.0,47.0
1706615552264740986,0,47.0,61.0,59.0,46.0
1706615552295099423,0,48.0,60.0,60.0,45.0
1706615552326051118,0,48.0,59.0,60.0,44.0
1706615552357581139,0,47.0,58.0,62.0,44.0
1706615552387771054,0,46.0,59.0,62.0,43.0
1706615552419281228,0,46.0,60.0,62.0,44.0
1706615552450140112,0,45.0,61.0,62.0,44.0
1706615552480018081,0,45.0,59.0,62.0,45.0
1706615552511536288,0,45.0,59.0,61.0,45.0
1706615552542682275,0,45.0,59.0,61.0,45.0
1706615552573685503,0,45.0,59.0,60.0,45.0
1706615552604262674,0,46.0,60.0,59.0,44.0
1706615552635945709,0,46.0,60.0,60.0,45.0
1706615552666933687,0,46.0,61.0,61.0,45.0
1706615552697454742,0,46.0,60.0,62.0,46.0
1706615552728697513,0,46.0,61.0,62.0,45.0
1706615552759427528,0,47.0,62.0,62.0,46.0
1706615552789287497,0,47.0,62.0,60.0,48.0
1706615552820489914,0,48.0,62.0,59.0,49.0
1706615552851996522,0,49.0,59.0,57.0,52.0
1706615552882523685,0,50.0,56.0,57.0,50.0
1706615552914153628,0,50.0,56.0,59.0,52.0
1706615552944640606,0,51.0,56.0,62.0,50.0
1706615552975387632,0,50.0,58.0,64.0,52.0
1706615553007081710,0,48.0,58.0,61.0,50.0
1706615553037587697,0,47.0,58.0,60.0,50.0
1706615553068122239,0,47.0,58.0,60.0,49.0
1706615553099334460,0,47.0,58.0,61.0,49.0
1706615553129720371,0,47.0,59.0,61.0,50.0
1706615553163500226,0,47.0,60.0,60.0,50.0
1706615553193053267,0,48.0,58.0,60.0,49.0
1706615553222678147,0,49.0,57.0,60.0,48.0
1706615553253672832,0,49.0,56.0,60.0,46.0
1706615553285487822,0,49.0,58.0,59.0,47.0
1706615553314644113,0,49.0,59.0,57.0,48.0
1706615553345822837,0,49.0,58.0,57.0,49.0
1706615553377195608,0,49.0,56.0,57.0,48.0
1706615553407226452,0,50.0,54.0,59.0,48.0
1706615553439352455,0,49.0,55.0,59.0,50.0
1706615553469369680,0,48.0,53.0,58.0,49.0
1706615553501286498,0,48.0,53.0,59.0,49.0
1706615553531919406,0,49.0,52.0,60.0,48.0
1706615553562623132,0,47.0,53.0,61.0,50.0
1706615553594636487,0,48.0,53.0,61.0,52.0
1706615553624325755,0,48.0,53.0,60.0,52.0
1706615553655780240,0,49.0,54.0,61.0,53.0
1706615553686470500,0,49.0,54.0,60.0,54.0
1706615553718131122,0,49.0,54.0,61.0,55.0
1706615553748315822,0,48.0,54.0,62.0,56.0
1706615553779287972,0,48.0,54.0,60.0,56.0
1706615553809277789,0,48.0,55.0,57.0,56.0
1706615553840162848,0,50.0,55.0,55.0,57.0
1706615553873042209,0,55.0,54.0,53.0,57.0
1706615553902822014,0,56.0,53.0,53.0,57.0
1706615553934115312,0,58.0,52.0,53.0,58.0
1706615553965424128,0,60.0,53.0,54.0,58.0
1706615553995668916,0,65.0,54.0,55.0,61.0
1706615554026991794,0,68.0,53.0,54.0,63.0
1706615554059819139,0,71.0,52.0,55.0,65.0
1706615554088591502,0,73.0,53.0,54.0,66.0
1706615554120154334,0,75.0,56.0,55.0,67.0
1706615554149940158,0,72.0,56.0,53.0,67.0
1706615554181805537,0,70.0,57.0,53.0,67.0
1706615554212282313,0,70.0,56.0,52.0,67.0
1706615554243272524,0,72.0,56.0,54.0,68.0
1706615554274275372,0,74.0,56.0,55.0,67.0
1706615554305165667,0,74.0,58.0,57.0,66.0
1706615554335665221,0,73.0,57.0,57.0,65.0
1706615554366975425,0,72.0,57.0,57.0,66.0
1706615554397669638,0,72.0,55.0,57.0,67.0
1706615554428862230,0,72.0,55.0,56.0,68.0
1706615554458945273,0,72.0,54.0,56.0,67.0
1706615554492454961,0,72.0,55.0,55.0,66.0
1706615554520784382,0,71.0,55.0,53.0,66.0
1706615554551465443,0,71.0,55.0,53.0,66.0
1706615554583814265,0,72.0,55.0,52.0,65.0
1706615554613535134,0,72.0,55.0,53.0,64.0
1706615554644069239,0,73.0,55.0,53.0,63.0
1706615554675067240,0,73.0,56.0,55.0,63.0
1706615554706253232,0,73.0,56.0,57.0,64.0
1706615554736588385,0,73.0,57.0,57.0,65.0
1706615554768185455,0,73.0,56.0,57.0,66.0
1706615554799579357,0,72.0,53.0,54.0,67.0
1706615554829422809,0,73.0,53.0,54.0,67.0
1706615554860301172,0,74.0,53.0,53.0,67.0
1706615554891843352,0,74.0,55.0,56.0,68.0
1706615554922200915,0,74.0,55.0,56.0,69.0
1706615554954368970,0,72.0,55.0,55.0,66.0
1706615554984899772,0,72.0,55.0,54.0,63.0
1706615555015568779,0,71.0,54.0,56.0,59.0
1706615555046969996,0,71.0,54.0,56.0,60.0
1706615555077544870,0,70.0,54.0,56.0,61.0
1706615555108861607,0,69.0,55.0,56.0,63.0
1706615555139482123,0,68.0,54.0,55.0,62.0
1706615555170818340,0,68.0,55.0,53.0,62.0
1706615555201462631,0,67.0,55.0,52.0,63.0
1706615555232561279,0,66.0,55.0,51.0,63.0
1706615555263616004,0,65.0,55.0,52.0,62.0
1706615555293770176,0,66.0,55.0,49.0,62.0
1706615555325290995,0,65.0,55.0,49.0,61.0
1706615555355579483,0,64.0,55.0,47.0,62.0
1706615555386336296,0,63.0,55.0,48.0,60.0
1706615555417762022,0,64.0,55.0,48.0,62.0
1706615555448099330,0,65.0,55.0,48.0,61.0
1706615555479269180,0,65.0,55.0,47.0,63.0
1706615555509730003,0,65.0,55.0,47.0,61.0
1706615555540558836,0,66.0,55.0,47.0,61.0
1706615555571550590,0,66.0,54.0,47.0,61.0
1706615555601676926,0,66.0,53.0,45.0,61.0
1706615555636356404,0,66.0,54.0,44.0,62.0
1706615555664920299,0,66.0,55.0,43.0,63.0
1706615555696907408,0,65.0,55.0,43.0,63.0
1706615555726893570,0,65.0,54.0,43.0,64.0
1706615555756671894,0,65.0,53.0,43.0,64.0
1706615555786690570,0,66.0,54.0,43.0,64.0
1706615555818121671,0,65.0,55.0,44.0,64.0
1706615555849470324,0,65.0,56.0,43.0,64.0
1706615555880901261,0,65.0,55.0,43.0,64.0
1706615555911378816,0,65.0,54.0,42.0,65.0
1706615555942769593,0,65.0,54.0,43.0,64.0
1706615555973573615,0,65.0,54.0,43.0,63.0
1706615556003231519,0,66.0,54.0,44.0,63.0
1706615556035611556,0,66.0,55.0,44.0,63.0
1706615556066362135,0,66.0,55.0,43.0,62.0
1706615556096363163,0,65.0,56.0,44.0,61.0
1706615556126991019,0,65.0,55.0,45.0,63.0
1706615556157836630,0,65.0,55.0,45.0,63.0
1706615556189257524,0,66.0,55.0,44.0,64.0
1706615556219588754,0,65.0,55.0,44.0,63.0
1706615556251516012,0,64.0,54.0,43.0,63.0
1706615556282037904,0,64.0,53.0,43.0,64.0
1706615556312705929,0,64.0,53.0,43.0,64.0
1706615556344156948,0,65.0,53.0,43.0,65.0
1706615556374635450,0,65.0,54.0,44.0,65.0
1706615556405053203,0,64.0,55.0,44.0,66.0
1706615556436285744,0,64.0,55.0,46.0,65.0
1706615556467451668,0,65.0,55.0,44.0,64.0
1706615556497643828,0,65.0,54.0,43.0,63.0
1706615556528365480,0,64.0,54.0,43.0,62.0
1706615556559704566,0,63.0,54.0,45.0,63.0
1706615556590885609,0,64.0,55.0,44.0,63.0
1706615556621529434,0,65.0,54.0,43.0,65.0
1706615556653026116,0,64.0,53.0,42.0,64.0
1706615556683447177,0,63.0,53.0,43.0,63.0
1706615556713527299,0,64.0,54.0,44.0,62.0
1706615556744220572,0,63.0,55.0,43.0,62.0
1706615556776653875,0,63.0,56.0,44.0,62.0
1706615556806778192,0,63.0,55.0,42.0,62.0
1706615556837984081,0,63.0,55.0,42.0,63.0
1706615556868630252,0,63.0,55.0,42.0,63.0
1706615556899667369,0,62.0,55.0,43.0,62.0
1706615556931042965,0,64.0,55.0,44.0,62.0
1706615556961608580,0,63.0,55.0,45.0,63.0
1706615556995135589,0,64.0,55.0,44.0,63.0
1706615557023186380,0,63.0,54.0,44.0,62.0
1706615557054228245,0,64.0,54.0,43.0,62.0
1706615557084940886,0,64.0,54.0,43.0,63.0
1706615557116530085,0,64.0,54.0,44.0,63.0
1706615557147047189,0,64.0,54.0,44.0,62.0
1706615557177775883,0,64.0,53.0,44.0,61.0
1706615557208565982,0,64.0,54.0,44.0,61.0
1706615557239007733,0,64.0,53.0,45.0,60.0
1706615557270857603,0,65.0,54.0,45.0,61.0
1706615557301338290,0,64.0,54.0,45.0,62.0
1706615557330875978,0,64.0,56.0,44.0,61.0
1706615557362318043,0,64.0,55.0,43.0,62.0
1706615557394002406,0,65.0,54.0,43.0,61.0
1706615557424330089,0,65.0,54.0,44.0,62.0
1706615557456286666,0,66.0,53.0,45.0,61.0
1706615557486426564,0,65.0,53.0,44.0,61.0
1706615557517438444,0,65.0,53.0,44.0,61.0
1706615557548387081,0,65.0,53.0,42.0,60.0
1706615557578503969,0,64.0,53.0,43.0,59.0
1706615557610068074,0,64.0,52.0,43.0,59.0
1706615557640841936,0,65.0,54.0,45.0,61.0
1706615557671613352,0,66.0,54.0,44.0,62.0
1706615557701878883,0,66.0,55.0,44.0,63.0
1706615557732928815,0,66.0,54.0,44.0,61.0
1706615557765888878,0,65.0,53.0,44.0,62.0
1706615557794676977,0,65.0,53.0,45.0,61.0
1706615557825856809,0,65.0,54.0,45.0,61.0
1706615557858313371,0,65.0,54.0,45.0,59.0
1706615557887727376,0,65.0,54.0,44.0,59.0
1706615557918321668,0,65.0,54.0,45.0,60.0
