%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1700178162905631284,0,34.0,34.0,37.0,32.0,2.0,2.0,2.0,1.0
1700178162929776750,0,34.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178162959471339,0,40.0,31.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178162983388725,0,34.0,34.0,34.0,35.0,2.0,2.0,2.0,1.0
1700178163008253370,0,34.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163033372989,0,35.0,33.0,38.0,33.0,2.0,2.0,2.0,1.0
1700178163057852481,0,33.0,32.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163087460636,0,33.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163111329757,0,33.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163135813632,0,34.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163160076444,0,37.0,34.0,35.0,32.0,2.0,2.0,2.0,1.0
1700178163185591320,0,34.0,33.0,33.0,38.0,2.0,2.0,2.0,1.0
1700178163213361350,0,34.0,34.0,33.0,33.0,2.0,2.0,2.0,1.0
1700178163237953835,0,34.0,33.0,33.0,37.0,2.0,2.0,2.0,1.0
1700178163270412981,0,33.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163288054031,0,34.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163312367251,0,34.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163341127217,0,37.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163365644626,0,34.0,33.0,35.0,33.0,2.0,2.0,2.0,1.0
1700178163394949833,0,33.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163414604595,0,34.0,34.0,37.0,32.0,2.0,2.0,2.0,1.0
1700178163441239236,0,34.0,34.0,34.0,36.0,2.0,2.0,2.0,1.0
1700178163472842496,0,34.0,33.0,38.0,33.0,2.0,2.0,2.0,1.0
1700178163492537354,0,33.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163520022521,0,33.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163542499770,0,39.0,33.0,37.0,33.0,2.0,2.0,2.0,1.0
1700178163567554535,0,34.0,33.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163595537759,0,38.0,34.0,33.0,33.0,2.0,2.0,2.0,1.0
1700178163619717883,0,33.0,34.0,34.0,35.0,2.0,2.0,2.0,1.0
1700178163644700017,0,34.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163669163625,0,39.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163696798597,0,34.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163722377837,0,34.0,33.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163746677103,0,35.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163771095075,0,34.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163796213901,0,38.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163820821759,0,33.0,34.0,35.0,33.0,2.0,2.0,2.0,1.0
1700178163848918768,0,34.0,32.0,36.0,33.0,2.0,2.0,2.0,1.0
1700178163873831294,0,34.0,34.0,34.0,38.0,2.0,2.0,2.0,1.0
1700178163900159582,0,33.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178163926683018,0,34.0,34.0,39.0,32.0,2.0,2.0,2.0,1.0
1700178163947734211,0,34.0,34.0,34.0,32.0,2.0,2.0,2.0,1.0
1700178163975971042,0,34.0,34.0,38.0,33.0,2.0,2.0,2.0,1.0
1700178164005222244,0,34.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164024860088,0,33.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164052040090,0,34.0,34.0,35.0,32.0,2.0,2.0,2.0,1.0
1700178164074843755,0,34.0,33.0,34.0,34.0,2.0,2.0,2.0,1.0
1700178164102768369,0,34.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164128199283,0,34.0,34.0,35.0,33.0,2.0,2.0,2.0,1.0
1700178164152730821,0,33.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164177715839,0,33.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164201991595,0,34.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164230525504,0,33.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164257038480,0,33.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164280056529,0,34.0,34.0,34.0,33.0,2.0,2.0,2.0,1.0
1700178164304007754,0,38.0,33.0,34.0,33.0,2.0,2.0,2.0,1.0
