%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1709570546009780390,0,26.0,28.0,25.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546034175267,0,26.0,26.0,25.0,34.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546059105316,0,26.0,25.0,26.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546088219139,0,26.0,26.0,27.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546111726218,0,26.0,28.0,27.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546136565849,0,28.0,24.0,24.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546160748294,0,25.0,26.0,25.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546185116674,0,26.0,25.0,26.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546211663166,0,26.0,26.0,28.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546237510014,0,27.0,26.0,27.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546262213048,0,26.0,26.0,27.0,22.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546286218491,0,26.0,34.0,28.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546311342171,0,27.0,27.0,26.0,34.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546335766189,0,26.0,26.0,26.0,35.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546365647649,0,28.0,27.0,27.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546390275350,0,28.0,34.0,28.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546414260394,0,26.0,27.0,26.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546438300644,0,29.0,27.0,27.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546461653545,0,26.0,26.0,29.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546486758557,0,31.0,28.0,32.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546514888759,0,35.0,28.0,27.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546539808659,0,26.0,27.0,27.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546564541876,0,34.0,25.0,32.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546589181004,0,25.0,25.0,35.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546613224370,0,24.0,27.0,27.0,30.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546636954087,0,34.0,25.0,24.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546667239192,0,25.0,26.0,36.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546690154738,0,35.0,34.0,27.0,34.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546715915781,0,27.0,28.0,26.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546741262372,0,26.0,26.0,35.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546764593033,0,33.0,27.0,35.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546791889004,0,27.0,26.0,27.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546816634697,0,32.0,27.0,27.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546840947665,0,26.0,26.0,35.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546865070816,0,27.0,26.0,35.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546889602267,0,25.0,27.0,26.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570546915637390,0,26.0,28.0,26.0,27.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546945314832,0,26.0,27.0,31.0,35.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546968644840,0,27.0,25.0,30.0,34.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570546994514472,0,26.0,33.0,27.0,23.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547015867785,0,25.0,36.0,28.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.397998809814453
1709570547041000020,0,28.0,26.0,26.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547066766708,0,26.0,26.0,26.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547094166928,0,26.0,36.0,27.0,23.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547117670443,0,28.0,29.0,26.0,23.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547142053938,0,26.0,27.0,26.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547166290470,0,28.0,27.0,27.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547190772574,0,24.0,27.0,27.0,27.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547219551694,0,28.0,27.0,25.0,28.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547244073946,0,29.0,26.0,26.0,33.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547267920696,0,25.0,27.0,27.0,35.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547292689584,0,29.0,26.0,28.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547317301482,0,25.0,28.0,27.0,26.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547342230347,0,26.0,27.0,26.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547374165548,0,36.0,24.0,28.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547395425133,0,24.0,35.0,25.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547419454577,0,35.0,31.0,25.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547445429888,0,27.0,27.0,27.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547468077203,0,35.0,35.0,26.0,25.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547496828727,0,26.0,30.0,29.0,24.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547521213739,0,27.0,27.0,26.0,27.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
1709570547545766871,0,33.0,27.0,26.0,34.0,33.73749923706055,28.707393646240234,30.94249725341797,27.50400161743164
