%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1709573411881364747,0,36.0,28.0,27.0,27.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573411910136786,0,26.0,26.0,28.0,27.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573411934450982,0,26.0,27.0,27.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573411958981024,0,35.0,26.0,26.0,23.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573411982976770,0,27.0,35.0,34.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412007501520,0,36.0,33.0,37.0,25.0,29.261699676513672,27.50879669189453,29.230697631835938,28.7760009765625
1709573412032363652,0,27.0,28.0,26.0,27.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412061466772,0,27.0,27.0,26.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412085787437,0,33.0,25.0,35.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412109240438,0,28.0,24.0,27.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412133813722,0,32.0,27.0,28.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412158475743,0,25.0,28.0,27.0,24.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412187412723,0,28.0,27.0,26.0,24.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412212216604,0,26.0,27.0,29.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412235463357,0,28.0,27.0,27.0,27.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412261472529,0,26.0,27.0,26.0,27.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412285731791,0,27.0,36.0,25.0,28.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412309953702,0,36.0,35.0,34.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412338067614,0,27.0,25.0,33.0,24.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412362995437,0,35.0,27.0,28.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412386849776,0,25.0,27.0,24.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412411776104,0,27.0,25.0,27.0,35.0,29.261699676513672,27.416595458984375,29.230697631835938,28.669998168945312
1709573412435995641,0,33.0,26.0,29.0,34.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412460489206,0,25.0,28.0,33.0,34.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412489060717,0,29.0,28.0,27.0,35.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412512977660,0,28.0,26.0,26.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412536984394,0,27.0,26.0,35.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412561519424,0,23.0,33.0,24.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412585817839,0,27.0,36.0,28.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412614577304,0,25.0,34.0,25.0,31.0,29.261699676513672,27.416595458984375,29.230697631835938,28.669998168945312
1709573412638458175,0,26.0,25.0,25.0,33.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412663047000,0,35.0,27.0,26.0,33.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412688119300,0,26.0,27.0,35.0,31.0,29.261699676513672,27.50879669189453,29.230697631835938,28.7760009765625
1709573412712335246,0,35.0,27.0,36.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412736731671,0,27.0,25.0,27.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412764391977,0,28.0,31.0,27.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412789114226,0,25.0,36.0,26.0,23.0,29.261699676513672,27.416595458984375,29.230697631835938,28.669998168945312
1709573412813889770,0,28.0,27.0,29.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412838186431,0,26.0,26.0,31.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412862410974,0,27.0,24.0,27.0,24.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412892115911,0,35.0,26.0,25.0,35.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412915881537,0,25.0,26.0,35.0,33.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412939814187,0,35.0,25.0,24.0,33.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412964528704,0,25.0,28.0,27.0,36.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573412988308257,0,36.0,26.0,28.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573413013582588,0,26.0,27.0,26.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573413041895919,0,27.0,27.0,26.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573413066238024,0,26.0,35.0,35.0,26.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573413090745483,0,27.0,28.0,27.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
1709573413114578760,0,35.0,28.0,28.0,25.0,29.261699676513672,27.416595458984375,29.230697631835938,28.7760009765625
