%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1709568216671236686,0,34.0,27.0,27.0,33.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216696010986,0,27.0,28.0,27.0,34.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216721965122,0,27.0,27.0,37.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216750907959,0,26.0,36.0,28.0,27.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216775772587,0,25.0,26.0,25.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216799681389,0,26.0,30.0,25.0,34.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216826737141,0,28.0,27.0,26.0,24.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216851354495,0,25.0,26.0,27.0,27.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216876276926,0,26.0,26.0,26.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216905280498,0,26.0,24.0,27.0,34.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216930577023,0,33.0,27.0,25.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216955939115,0,35.0,26.0,35.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568216980110874,0,32.0,26.0,27.0,22.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217006464277,0,26.0,28.0,25.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217030814908,0,26.0,27.0,28.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217058887613,0,26.0,34.0,26.0,32.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217083514578,0,26.0,26.0,26.0,24.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217108352787,0,26.0,34.0,30.0,24.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217133817437,0,34.0,31.0,27.0,26.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217159444676,0,35.0,27.0,26.0,34.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217186895308,0,27.0,27.0,33.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217211869654,0,26.0,26.0,26.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217236741311,0,26.0,27.0,26.0,25.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
1709568217261636230,0,26.0,26.0,28.0,34.0,20.804798126220703,27.823997497558594,22.08879852294922,27.950000762939453
