%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1709274660089047172,0,27.0,28.0,26.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660112971739,0,27.0,26.0,27.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660137373539,0,24.0,27.0,27.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660166078217,0,27.0,26.0,27.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660190392933,0,25.0,27.0,27.0,26.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660215225439,0,25.0,28.0,36.0,26.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660239094603,0,26.0,26.0,27.0,28.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660263191461,0,31.0,26.0,26.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660287046646,0,25.0,27.0,28.0,26.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660315872801,0,24.0,28.0,26.0,27.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660346417025,0,34.0,26.0,27.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660363852661,0,28.0,25.0,28.0,26.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660390274473,0,26.0,25.0,27.0,26.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660412082401,0,35.0,34.0,26.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660440564178,0,26.0,27.0,27.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660464969915,0,27.0,27.0,27.0,26.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660494967536,0,27.0,26.0,26.0,24.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660513995740,0,25.0,35.0,26.0,25.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
1709274660536545429,0,27.0,28.0,26.0,24.0,20.903594970703125,25.135997772216797,23.940998077392578,27.950000762939453
